,date,flyer,title,body,url
119,Dom 22.11.2020,Entrevista.,"Daniel Herrero, presidente de Toyota: ""No se puede depender sólo del mercado argentino""",,https://www.clarin.com/economia/-existe-industria-fuerte-cadena-valor-fuerte-_0_RAAxt9ziAV.html
120,Dom 22.11.2020,Entrevista.,"Luis Pagani, presidente de Arcor: ""Hace falta crear una agenda de la pospandemia para volver a crecer""",,https://www.clarin.com/economia/-hace-falta-crear-agenda-pospandemia-volver-crecer-_0_DApZjjFMx.html
121,Dom 22.11.2020,Merco 2020.,El ranking de las 100 empresas con mejor reputación de la Argentina,,https://www.clarin.com/economia/ranking-100-empresas-mejor-reputacion-argentina_0_yhTLEQKFT.html
122,Dom 22.11.2020,Entrevista.,"Juan Martín de la Serna, presidente de Mercado Libre: ""La economía sufrió más de la cuenta, pero soy optimista""",,https://www.clarin.com/economia/-economia-sufrio-cuenta-optimista-_0_yByPY41vM.html
123,Dom 22.11.2020,Entretelas de la política.,La Corte espera que hable el Congreso sobre los recortes a Larreta,,https://www.clarin.com/economia/corte-espera-hable-congreso-recortes-larreta_0_JVhl4wTyR.html
124,Dom 22.11.2020,Secretos empresarios.,"Ángela Merkel, estrella en la Conferencia Industrial",,https://www.clarin.com/economia/angela-merkel-estrella-conferencia-industrial_0_EM1Hxv73k.html
125,Dom 22.11.2020,Finanzas.,Una fintech argentina busca crecer en el exterior,,https://www.clarin.com/economia/fintech-argentina-busca-crecer-exterior_0_t-IUolFXp.html
126,Dom 22.11.2020,Mirada Global.,China duplicaría su PBI en 2035,,https://www.clarin.com/economia/china-duplicaria-pbi-2035_0_9NM_T_T2c.html
127,Dom 22.11.2020,Política impositiva.,Dime qué planificas y te diré qué eres,,https://www.clarin.com/economia/dime-planificas-dire_0_lIEqyTgs1.html
128,Dom 22.11.2020,Política Energética.,Presupuesto 2021: millones para dos gasoductos cuestionados,,https://www.clarin.com/economia/presupuesto-2021-millones-gasoductos-cuestionados_0_OlEDzn_w3.html
129,Sab 21.11.2020,Pagos móviles.,"Llega Bimo, una billetera virtual con un radar para los descuentos",,https://www.clarin.com/economia/llega-bimo-billetera-virtual-radar-descuentos_0_kcrJpRPd3.html
130,Sab 21.11.2020,Los precios en noviembre.,Inflación: frutas y carnes lideran los aumentos y golpean más a los sectores de menores ingresos,,https://www.clarin.com/economia/inflacion-frutas-carnes-lideran-aumentos-golpean-sectores-menores-ingresos_0_iMX1SWMJj.html
131,Sab 21.11.2020,La muerte del banquero.,"Ezequiel Carballo, socio de Jorge Brito desde hace 42 años, toma las riendas del Banco Macro",,https://www.clarin.com/economia/ezequiel-carballo-socio-jorge-brito-hace-42-anos-toma-riendas-banco-macro_0_QHkBRkI2M.html
132,Sab 21.11.2020,En Foco.,La suba del 5% a los jubilados: no hay relato que pueda con el ajuste,,https://www.clarin.com/economia/suba-5-jubilados-relato-pueda-ajuste_0_MY8reKLrH.html
133,Sab 21.11.2020,Foco Económico.,Argentina se puede perder otro viento de cola por el mal clima de negocios,,https://www.clarin.com/economia/argentina-puede-perder-viento-cola-mal-clima-negocios_0_9rGzLyt4d.html
134,Sab 21.11.2020,Encuentro con los principales empresarios.,AEA insistió ante el ministro Guzmán y el FMI en la eliminación de impuestos distorsivos,,https://www.clarin.com/economia/irse-fmi-reunion-empresarios-organizada-martin-guzman_0_k0bTm3p-4.html
135,Sab 21.11.2020,La muerte del banquero Jorge Brito.,¿El cable de la tirolesa debería haber tenido más señalización?,,https://www.clarin.com/economia/-cable-tirolesa-deberia-senalizacion-_0_I5IxVcrt-.html
136,Sab 21.11.2020,Encuentro mundial.,"La curiosa foto ""de familia"" del G20 en época de pandemia",,https://www.clarin.com/economia/insolita-foto-g20-familia-epoca-pandemia_0_mv-pB9Dno.html
137,Vie 20.11.2020,Su influencia y sus contactos políticos.,"Brito, el banquero de los peronistas",,https://www.clarin.com/economia/brito-banquero-peronistas_0_90T7PnqtK.html
138,Vie 20.11.2020,"""No responde"".",Murió Jorge Brito: la última conversación del helicóptero con la torre de control antes del fatal accidente,,https://www.clarin.com/economia/murio-jorge-brito-ultima-conversacion-helicoptero-torre-control-fatal-accidente_0_HZWqhAPS8.html
139,Vie 20.11.2020,Repercusiones.,Murió Jorge Brito: el mensaje de Alberto Fernández,,https://www.clarin.com/economia/murio-jorge-brito-mensaje-alberto-fernandez_0_isy1N7wZE.html
140,Vie 20.11.2020,Repercusiones.,"Murió Jorge Brito: los mensajes de Marcelo Tinelli y Jorge Rial, y las lágrimas de dolor del ""Negro"" González Oro",,https://www.clarin.com/economia/murio-jorge-brito-dijeron-marcelo-tinelli-jorge-rial_0_W5QO36lAz.html
141,Vie 20.11.2020,Cayó su helicóptero en Salta.,"""Nos deja en la plenitud de su vida"": el emotivo mensaje del Banco Macro tras la muerte de Jorge Brito",,https://www.clarin.com/economia/-deja-plenitud-vida-emotivo-mensaje-banco-macro-muerte-jorge-brito_0_xbGO6PyLt.html
142,Vie 20.11.2020,Balance de la misión.,"El FMI dice que el Gobierno necesita generar un ""amplio consenso político y social"" para firmar el nuevo programa",,https://www.clarin.com/economia/fmi-dice-gobierno-necesita-generar-amplio-consenso-politico-social-firmar-nuevo-programa_0_KQCfR-WSX.html
143,Vie 20.11.2020,Tragedia en Salta.,El accidente de Jorge Brito y su gran similitud con el de Carlitos Menem,,https://www.clarin.com/economia/accidente-jorge-brito-gran-similitud-carlitos-menem_0_xPYEzWT5W.html
144,Vie 20.11.2020,Cuentas públicas.,El déficit fiscal de octubre fue el más bajo desde el inicio de la pandemia,,https://www.clarin.com/economia/deficit-fiscal-octubre-inicio-pandemia_0_ldzUvcube.html
145,Vie 20.11.2020,Cayó su helicóptero.,Murió Jorge Brito: Amado Boudou fue el primero en despedirlo públicamente,,https://www.clarin.com/economia/murio-jorge-brito-amado-boudou-primero-despedirlo-publicamente_0_LQxXuKexF.html
146,Vie 20.11.2020,En Salta.,Murió Jorge Brito: cómo fue el accidente en helicóptero y la hipótesis del choque contra una tirolesa,,https://www.clarin.com/economia/choque-tirolesa-principal-hipotesis-accidente-jorge-brito_0_pgk9Iet01.html
147,Vie 20.11.2020,Perfil.,"Quién era Jorge Brito, el banquero con sólidos vínculos políticos que construyó un emporio desde una compañía financiera",,https://www.clarin.com/economia/jorge-brito-banquero-solidos-vinculos-politicos-construyo-emporio-compania-financiera_0_-4xh-ZPDE.html
148,Vie 20.11.2020,Mercados.,"La soja volvió a subir en Chicago y cerró la semana a 434 dólares, el valor más alto en 6 años",,https://www.clarin.com/rural/soja-volvio-subir-chicago-cerro-semana-434-dolares-valor-alto-6-anos_0_EtGOWb9wb.html
149,Vie 20.11.2020,Última entrevista.,"La última entrevista a Jorge Brito y sus críticas al proyecto de grandes fortunas: ""Creará una rebelión fiscal como nunca se ha visto""",,https://www.clarin.com/economia/ultima-entrevista-jorge-brito-criticas-proyecto-grandes-fortunas-creara-rebelion-fiscal-visto-_0_sm0jdwBbS.html
150,Vie 20.11.2020,Accidente aéreo.,Murió el banquero Jorge Brito al estrellarse su helicóptero en Salta,,https://www.clarin.com/economia/cayo-salta-helicoptero-viajaba-banquero-jorge-brito_0_rorwx1Xiu.html
151,Vie 20.11.2020,La campaña 2020/21.,24.326 millones de dólares: estiman un valor récord para la próxima cosecha de soja y maíz,,https://www.clarin.com/rural/24-326-millones-dolares-estiman-aporte-record-divisas-soja-maiz_0_mxaoxWos7.html
152,Vie 20.11.2020,Ayuda oficial.,Oficializan el ATP para noviembre e incluyen a los jardines maternales,,https://www.clarin.com/economia/oficializan-atp-noviembre-incluyen-jardines-maternales_0_4tmRqvGsC.html
153,Vie 20.11.2020,Entre marzo y mayo.,Felipe Solá confirmó el viaje presidencial a China y dijo que prefiere un acuerdo con Beijing por fuera del Mercosur,,https://www.clarin.com/economia/felipe-sola-confirmo-viaje-presidencial-china-dijo-prefiere-acuerdo-beijing-mercosur_0_axlmRMiH5.html
154,Vie 20.11.2020,Mercado cambiario.,Dólar blue hoy: baja 3 pesos y cotiza a $ 160,,https://www.clarin.com/economia/dolar-blue-hoy-baja-2-pesos-cotiza-161_0_psmUefmyh.html
155,Vie 20.11.2020,Mercado cambiario.,Dólar blue: ¿Por qué se quedó quieto y hasta cuándo podría durar la calma?,,https://www.clarin.com/economia/dolar-blue-quedo-quieto-podria-durar-calma-_0_MLz960698.html
156,Vie 20.11.2020,Comunicado de AmCham.,Las empresas de EE.UU. dicen que los Precios Máximos son insostenibles y proponen un esquema alternativo,,https://www.clarin.com/economia/empresas-ee-uu-dicen-precios-maximos-insostenibles-proponen-esquema-alternativo_0_nFarqHOIk.html
157,Vie 20.11.2020,Ciclo 75 años de Clarín.,"El nuevo orden mundial tras el coronavirus, en un diálogo con Edmund Phelps",,https://www.clarin.com/economia/nuevo-orden-mundial-coronavirus-dialogo-edmund-phelps_0_zZGJyfunv.html
158,Vie 20.11.2020,Mercados.,La soja comenzó la jornada con subas en Chicago y alcanza el precio máximo en 6 años,,https://www.clarin.com/rural/soja-comenzo-subas-chicago-alcanza-precio-maximo-6-anos_0_SlllrKh2c.html
159,Vie 20.11.2020,Cae el poder adquisitivo.,Salarios registrados: en septiembre volvieron a perder frente a la inflación,,https://www.clarin.com/economia/salarios-registrados-septiembre-volvieron-perder-frente-inflacion_0_CYoEANRiG.html
160,Vie 20.11.2020,Casas particulares.,El próximo miércoles se reúne la Comisión que decide los aumentos para el personal doméstico,,https://www.clarin.com/economia/proximo-miercoles-reune-comision-decide-aumentos-personal-domestico_0_DZHRLxMsU.html
161,Vie 20.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este viernes 20 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-viernes-20-noviembre_0_-yIjE51odB.html
162,Vie 20.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este viernes 20 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-viernes-20-noviembre_0_mr74xz_im.html
163,Vie 20.11.2020,Transformación de los negocios.,"Pospandemia: la revancha de Uber, Cabify y las nuevas aplicaciones móviles de transporte",,https://www.clarin.com/economia/pospandemia-revancha-uber-cabify-nuevas-aplicaciones-moviles-transporte_0_v-qhoDeuW.html
164,Vie 20.11.2020,Encuesta.,"La gente, más preocupada por las finanzas que por la salud",,https://www.clarin.com/economia/gente--preocupada-finanzas-salud_0_RQIQcTKAf.html
165,Vie 20.11.2020,Presión tributaria.,"Hernán Lacunza: ""El impuesto al patrimonio ya existe en la Argentina, se llama bienes personales""",,https://www.clarin.com/economia/hernan-lacunza-impuesto-patrimonio-existe-argentina-llama-bienes-personales-_0_a4Q_CziIQ.html
166,Jue 19.11.2020,Omar Gutiérrez.,"El gobernador de Neuquén dialogó con la misión del FMI y les dejó un mensaje: ""No es tiempo de ajustes""",,https://www.clarin.com/economia/gobernador-neuquen-dialogo-mision-fmi-dejo-mensaje-tiempo-ajustes-_0_gDkdlLbdb.html
167,Jue 19.11.2020,Política tributaria.,El Gobierno reconoció que pagarán el impuesto a la riqueza más contribuyentes que los 9.300 estimados,,https://www.clarin.com/economia/gobierno-reconocio-pagaran-impuesto-riqueza-contribuyentes-9-300-estimados_0_wleaknWKr.html
168,Jue 19.11.2020,Frente monetario.,El Central sigue vendiendo dólares y las reservas ya están abajo de los  US$ 39.000 millones,,https://www.clarin.com/economia/central-sigue-vendiendo-dolares-reservas-abajo-us-39-000-millones_0_zwIq1k2BC.html
169,Jue 19.11.2020,Deuda en pesos.,Economía consiguió $ 210.517 millones para afrontar vencimientos y cubrir parte del déficit fiscal,,https://www.clarin.com/economia/economia-consiguio-210-517-millones-afrontar-vencimientos-cubrir-parte-deficit-fiscal_0_AcZM4u1B1.html
170,Jue 19.11.2020,Incentivo para un sector estratégico.,El Banco Central les venderá dólares para girar al exterior a las petroleras que inviertan en el Plan Gas,,https://www.clarin.com/economia/banco-central-vendera-dolares-girar-exterior-petroleras-inviertan-plan-gas_0_DmazKpwFj.html
171,Jue 19.11.2020,Tras encuentros virtuales.,La misión del FMI se vuelve a Washington para entregar sus conclusiones al directorio,,https://www.clarin.com/economia/mision-fmi-vuelve-washington-entregar-conclusiones-directorio_0_jx2wnTzEU.html
172,Jue 19.11.2020,Comunicado de la Asociación Empresaria Argentina.,"Impuesto a los ricos: para los principales empresarios, ""es un profundo desaliento y descapitaliza las empresas""",,https://www.clarin.com/economia/impuesto-ricos-principales-empresarios-profundo-desaliento-descapitaliza-empresas-_0_Xp771NMFG.html
173,Jue 19.11.2020,Situación previsional 2020.,Todas las jubilaciones van a perder poder adquisitivo porque subirán menos que la inflación,,https://www.clarin.com/economia/todas-jubilaciones-van-perder-poder-adquisitivo-subiran-inflacion_0_4E0XgNn6is.html
174,Jue 19.11.2020,Estaba paralizada desde 2013.,El gobierno de Mendoza se quedó con la mina Potasio Río Colorado y busca socio,,https://www.clarin.com/economia/gobierno-mendoza-quedo-mina-potasio-rio-colorado-busca-socio_0_r7An4SORe.html
175,Jue 19.11.2020,Reunión en EE.UU..,Empresarios piden al Gobierno acceso a divisas y evitar la fuga de talentos,,https://www.clarin.com/economia/empresarios-piden-gobierno-acceso-divisas-evitar-fuga-talentos_0_xKFEtZTHt.html
176,Jue 19.11.2020,El frente monetario.,Alertan que la suba de tasas no alcanza para frenar la crisis cambiaria,,https://www.clarin.com/economia/alertan-suba-tasas-alcanza-frenar-crisis-cambiaria_0_FqSC3HakS.html
177,Jue 19.11.2020,Pandemia y actividad.,Pymes: hay todavía unos 2 millones de empleados registrados que no volvieron al trabajo,,https://www.clarin.com/economia/pymes-todavia-2-millones-empleados-registrados-volvieron-trabajo_0_LElnv41tN.html
178,Jue 19.11.2020,En plena pandemia.,"""Este fue un buen año"" para los jubilados, afirmó Fernanda Raverta tras el anuncio del 5% de aumento en los haberes",,https://www.clarin.com/economia/-buen-ano-jubilados-afirmo-fernanda-raverta-anuncio-5-aumento-haberes_0_dGHxxXHgB.html
179,Jue 19.11.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este jueves 19 de noviembre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-jueves-19-noviembre_0_-ME3DyqB8.html
180,Jue 19.11.2020,Creado por dos argentinos.,Una plataforma de videojuegos para seleccionar el personal en las empresas,,https://www.clarin.com/economia/plataforma-videojuegos-seleccionar-personal-empresas_0_UqfwiHWdW.html
181,Jue 19.11.2020,Datos oficiales.,Mayoría de luces amarillas y rojas en el panorama productivo oficial,,https://www.clarin.com/economia/mayoria-luces-amarillas-rojas-panorama-productivo-oficial_0_Ood8GJZnS.html
182,Jue 19.11.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cerró este jueves 19 de noviembre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-jueves-19-noviembre_0_Kg-H6Kz8k.html
183,Jue 19.11.2020,Desfasaje.,Empleados en alerta: se necesitan $ 50.000 para no ser pobre pero a los $ 73.102 ya se pagan Ganancias,,https://www.clarin.com/economia/empleados-alerta-necesitan-50-000-pobre-73-102-pagan-ganancias_0_V2gKfuLz2.html
184,Mie 18.11.2020,La política económica.,EE.UU. se quejó ante la OMC por las trabas a las importaciones en Argentina,,https://www.clarin.com/economia/ee-uu-quejo-omc-trabas-importaciones-argentina_0_5i0gbDqao.html
185,Mie 18.11.2020,Sistema previsional.,Cuánto será la jubilación mínima y la AUH con el nuevo aumento de 5%,,https://www.clarin.com/economia/jubilacion-minima-auh-nuevo-aumento-5-_0_8odY1l8Hi.html
186,Mie 18.11.2020,Encuentro anual con la prensa.,"Sergio Lew, CEO del Santander: ""El desafío es trabajar con el sector público para cuidar y hacer crecer el ahorro""",,https://www.clarin.com/economia/sergio-lew-ceo-santander-desafio-trabajar-sector-publico-cuidar-hacer-crecer-ahorro-_0_utK049VJ2.html
187,Mie 18.11.2020,"Propuestas de un grupo de industriales, expertos y líderes sociales.","Un plan de salvataje para 100.000 pymes, la reacción empresaria al impuesto a los ricos",,https://www.clarin.com/economia/plan-salvataje-100-000-pymes-reaccion-empresaria-impuesto-ricos_0_TCm4mXNIC.html
188,Mie 18.11.2020,Consumo e inflación.,"El Gobierno avisa que la salida del programa Precios Máximos será ""progresivo, administrado y ordenado""",,https://www.clarin.com/economia/gobierno-avisa-salida-programa-precios-maximos-progresivo-administrado-ordenado-_0_dKou-9Y_q.html
189,Mie 18.11.2020,En Comisión del Senado.,"Martín Guzmán dijo que los encajes en dólares ""no se tocan"" y que hay US$ 28.365 millones de reservas netas",,https://www.clarin.com/economia/martin-guzman-dijo-encajes-dolares-tocan-us-28-365-millones-reservas-netas_0_kCb5T00-k.html
190,Mie 18.11.2020,Para 18 millones de personas.,El Gobierno anunció un aumento en diciembre del 5% por decreto para jubilaciones y planes sociales,,https://www.clarin.com/economia/gobierno-anuncio-aumento-5-jubilados-diciembre_0_AqxQ423i3.html
191,Mie 18.11.2020,Relación con el mundo.,Alberto Fernández participa este fin de semana de su primer G20,,https://www.clarin.com/politica/alberto-fernandez-participa-fin-semana-primer-g20_0_xkibxY8ce.html
